identifier,variable,area_esg,estandar,codeESRS,codeGRI,unidad,tipo_unidad,frecuencia,tipo_valor,definicion,origen_definicion,origen_dato_operativo,evaluacion_doble_materialidad
urn:sds:reg:gri:gri_101_6_b,"for each site reported under 101-5-a where its activities lead or could lead to the exploitation of natural resources, report:",Ambiental,GRI,,GRI 101-6.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-6.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_6_b_i,"for each wild species harvested, the quantity, the type, and extinction risk;",Ambiental,GRI,,GRI 101-6.b.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-6.b.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_6_b_ii,water withdrawal and water consumption in megaliters;,Ambiental,GRI,,GRI 101-6.b.ii,MegaLiters,Volume,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 101-6.b.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_6_c,"for each site reported under 101-5-a where its activities lead or could lead to pollution, report the quantity and the type of each pollutant generated;",Ambiental,GRI,,GRI 101-6.c,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-6.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_6_d,"for each site reported under 101-5-a where its activities lead or could lead to the introduction of invasive alien species, describe how invasive alien species are or may be introduced;",Ambiental,GRI,,GRI 101-6.d,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-6.d).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_6_e,"for each product and service in its supply chain reported under 101-5-d, report the information required under 101-6-a, 101-6-b, 101-6-c, and 101-6-d, with a breakdown by country or jurisdiction;",Ambiental,GRI,,GRI 101-6.e,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-6.e).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_6_f,"report contextual information necessary to understand how the data has been compiled, including standards, methodologies, and assumptions used.",Ambiental,GRI,,GRI 101-6.f,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-6.f).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_7_a,"for each site reported under 101-5-a, report the following information on affected or potentially affected ecosystems:",Ambiental,GRI,,GRI 101-7.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-7.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_7_a_i,the ecosystem type for the base year;,Ambiental,GRI,,GRI 101-7.a.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-7.a.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_7_a_ii,the ecosystem size in hectares for the base year;,Ambiental,GRI,,GRI 101-7.a.ii,Hectares,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 101-7.a.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_7_a_iii,the ecosystem condition for the base year and the current reporting period;,Ambiental,GRI,,GRI 101-7.a.iii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-7.a.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_7_b,"report contextual information necessary to understand how the data has been compiled, including standards, methodologies, and assumptions used.",Ambiental,GRI,,GRI 101-7.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-7.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_8_a,"for each site reported under 101-5-a, list the ecosystem services and beneficiaries affected or potentially affected by the organization’s activities;",Ambiental,GRI,,GRI 101-8.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-8.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_101_8_b,explain how the ecosystem services and beneficiaries are or could be affected by the organization's activities.,Ambiental,GRI,,GRI 101-8.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 101-8.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_1_a,report its legal name;,Gobernanza,GRI,,GRI 2-1.a,Text,Text,annual,semi-narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-1.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_1_b,report its nature of ownership and legal form;,Gobernanza,GRI,,GRI 2-1.b,Text,Text,annual,semi-narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-1.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_1_c,report the location of its headquarters;,Gobernanza,GRI,,GRI 2-1.c,Text,Text,annual,semi-narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-1.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_1_d,report its countries of operation.,Gobernanza,GRI,,GRI 2-1.d,Text,Text,annual,semi-narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-1.d).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_10_a,describe the nomination and selection processes for the highest governance body and its committees;,Gobernanza,GRI,,GRI 2-10.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-10.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_10_b,"describe the criteria used for nominating and selecting highest governance body members, including whether and how the following are taken into consideration:",Gobernanza,GRI,,GRI 2-10.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-10.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_10_b_i,views of stakeholders (including shareholders);,Gobernanza,GRI,,GRI 2-10.b.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-10.b.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_10_b_ii,diversity;,Gobernanza,GRI,,GRI 2-10.b.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-10.b.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_10_b_iii,independence;,Gobernanza,GRI,,GRI 2-10.b.iii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-10.b.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_10_b_iv,competencies relevant to the impacts of the organization.,Gobernanza,GRI,,GRI 2-10.b.iv,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-10.b.iv).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_11_a,report whether the chair of the highest governance body is also a senior executive in the organization;,Gobernanza,GRI,,GRI 2-11.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-11.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_11_b,"if the chair is also a senior executive, explain their function within the organization’s management, the reasons for this arrangement, and how conflicts of interest are prevented and mitigated.",Gobernanza,GRI,,GRI 2-11.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-11.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_12_a,"describe the role of the highest governance body and of senior executives in developing, approving, and updating the organization’s purpose, value or mission statements, strategies, policies, and goals related to sustainable development;",Gobernanza,GRI,,GRI 2-12.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-12.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_12_b,"describe the role of the highest governance body in overseeing the organization’s due diligence and other processes to identify and manage the organization’s impacts on the economy, environment, and people, including:",Gobernanza,GRI,,GRI 2-12.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-12.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_12_b_i,whether and how the highest governance body engages with stakeholders to support these processes;,Gobernanza,GRI,,GRI 2-12.b.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-12.b.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_12_b_ii,how the highest governance body considers the outcomes of these processes;,Gobernanza,GRI,,GRI 2-12.b.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-12.b.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_12_c,"describe the role of the highest governance body in reviewing the effectiveness of the organization’s processes as described in 2-12-b, and report the frequency of this review.",Gobernanza,GRI,,GRI 2-12.c,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-12.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_13_a,"describe how the highest governance body delegates responsibility for managing the organization’s impacts on the economy, environment, and people, including:",Gobernanza,GRI,,GRI 2-13.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-13.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_13_a_i,whether it has appointed any senior executives with responsibility for the management of impacts;,Gobernanza,GRI,,GRI 2-13.a.i,Text,Text,annual,semi-narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-13.a.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_13_a_ii,whether it has delegated responsibility for the management of impacts to other employees;,Gobernanza,GRI,,GRI 2-13.a.ii,Text,Text,annual,semi-narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-13.a.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_13_b,"describe the process and frequency for senior executives or other employees to report back to the highest governance body on the management of the organization’s impacts on the economy, environment, and people.",Gobernanza,GRI,,GRI 2-13.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-13.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_14_a,"report whether the highest governance body is responsible for reviewing and approving the reported information, including the organization’s material topics, and if so, describe the process for reviewing and approving the information;",Gobernanza,GRI,,GRI 2-14.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-14.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_14_b,"if the highest governance body is not responsible for reviewing and approving the reported information, including the organization’s material topics, explain the reason for this.",Gobernanza,GRI,,GRI 2-14.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-14.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_15_a,describe the processes for the highest governance body to ensure that conflicts of interest are prevented and mitigated;,Gobernanza,GRI,,GRI 2-15.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-15.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_15_b,"report whether conflicts of interest are disclosed to stakeholders, including, at a minimum, conflicts of interest relating to:",Gobernanza,GRI,,GRI 2-15.b,Text,Text,annual,semi-narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-15.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_15_b_i,cross-board membership;,Gobernanza,GRI,,GRI 2-15.b.i,Text,Text,annual,semi-narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-15.b.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_15_b_ii,cross-shareholding with suppliers and other stakeholders;,Gobernanza,GRI,,GRI 2-15.b.ii,Text,Text,annual,semi-narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-15.b.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_15_b_iii,existence of controlling shareholders;,Gobernanza,GRI,,GRI 2-15.b.iii,Text,Text,annual,semi-narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-15.b.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_15_b_iv,"related parties, their relationships, transactions, and outstanding balances.",Gobernanza,GRI,,GRI 2-15.b.iv,Text,Text,annual,semi-narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-15.b.iv).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_16_a,describe whether and how critical concerns are communicated to the highest governance body;,Gobernanza,GRI,,GRI 2-16.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-16.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_16_b,report the total number and the nature of critical concerns that were communicated to the highest governance body during the reporting period.,Gobernanza,GRI,,GRI 2-16.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-16.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_17_a,"report measures taken to advance the collective knowledge, skills, and experience of the highest governance body on sustainable development.",Gobernanza,GRI,,GRI 2-17.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-17.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_2_18_a,"describe the processes for evaluating the performance of the highest governance body in overseeing the management of the organization’s impacts on the economy, environment, and people;",Gobernanza,GRI,,GRI 2-18.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 2-18.a).,external-standard,entity-specific,entity-assessment-required
